search URL:,https://patents.google.com/?q=ginkgo&q=boloba&q=linn
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
CN101022823A,Physiologically active composition based on collagen ,卡吉尔公司,"M·普尔普拉, R·耶格尔, K·巴兰, D·帕佩尔",2004-07-28,2005-07-27,2007-08-22,,https://patents.google.com/patent/CN101022823A/en
CN104958572A,Traditional Chinese medicine composition for treating ischemia apoplexy and post-stroke depression and preparation method of traditional Chinese medicine composition ,中国中医科学院西苑医院,"刘建勋, 徐立, 任钧国, 林成仁, 宋文婷, 姚明江",2015-07-16,2015-07-16,2015-10-07,,https://patents.google.com/patent/CN104958572A/en
CN104857121A,Drug combination for curing hyperlipidemia and application thereof ,青岛市市立医院,"吴娜, 林宪如, 马颖, 李璇",2015-05-05,2015-05-05,2015-08-26,,https://patents.google.com/patent/CN104857121A/en
JP2003238343A,Depressant for melanine production or cosmetic composition ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Mitsuharu Ohara, Kiyotaka Tanaka, 光晴 大原, 清隆 田中",2002-02-12,2002-02-12,2003-08-27,,https://patents.google.com/patent/JP2003238343A/en
JP2002255803A,Phototoxicity inhibitor comprising extract from tussilago farfara l. ,"Ichimaru Pharcos Co Ltd, Nippon Menaade Keshohin Kk, 一丸ファルコス株式会社, 日本メナード化粧品株式会社","Michimasa Hori, Tomonori Katada, Hatsuo Kojima, Hiroyuki Kojima, Jun Sato, 佐藤　　淳, 道政 堀, 友則 堅田, 弘之 小島, 肇夫 小島",2001-03-05,2001-03-05,2002-09-11,,https://patents.google.com/patent/JP2002255803A/en
CN105194412A,Traditional Chinese medicine composition for promoting insulin secretion and reducing blood glucose of patient suffering from diabetes ,王勇,王勇,2015-10-28,2015-10-28,2015-12-30,,https://patents.google.com/patent/CN105194412A/en
KR101565127B1,Plant extracts for treating neurodegenerative diseases ,핀젤베르크 게엠베하 운트 코.카게,"베른트 발브뢸, 브외른 파이스텔, 옌스 판케",2009-12-23,2010-12-22,2015-11-02,2015-11-02,https://patents.google.com/patent/KR101565127B1/en
KR20070022758A,Methods and reagents for the treatment of immunoinflammatory disorders ,"콤비네이토릭스, 인코포레이티드","팔라니얀디 마니바사캄, 제인 스타운튼, 에드워드 로이든 조스트-프라이스, 커티스 케이트",2004-05-17,2005-05-16,2007-02-27,,https://patents.google.com/patent/KR20070022758A/en
CN104587345A,Traditional Chinese medicine preparation for treating alzheimer disease and preparation method thereof ,张宏斌,"张宏斌, 孙长发, 葛欣伟",2015-02-10,2015-02-10,2015-05-06,,https://patents.google.com/patent/CN104587345A/en
WO2013171203A1,Fluid dispenser containing an ophthalmological composition ,F. Holzer Gmbh,"Ute Steinfeld, Frank Holzer, Hyeck Hee Lee, Markus Mahler",2012-05-15,2013-05-14,2013-11-21,,https://patents.google.com/patent/WO2013171203A1/en
US20160015709A1,Compositions and methods for treating cancer and diseases and conditions responsive to cell growth inhibition ,The Regents Of The University Of California,"David Cheresh, Laetitia Seguin, Sudarshan ANAND",2012-04-05,2014-07-07,2016-01-21,,https://patents.google.com/patent/US20160015709A1/en
CN105687788A,Pharmaceutical composition capable of softening blood vessels and application thereof ,青岛市市立医院,"王蕊, 张欣红, 赵丽萍",2016-03-04,2016-03-04,2016-06-22,,https://patents.google.com/patent/CN105687788A/en
CN101766704B,Medicinal combination containing borneol and musk ,深圳市金沙江投资有限公司,林艳和,2006-03-27,2006-03-27,2011-08-03,2011-08-03,https://patents.google.com/patent/CN101766704B/en
CN105816554A,A method of treating depression medicine composition ,北京天科仁祥医药科技有限公司,王丽娟,2016-03-24,2016-03-24,2016-08-03,,https://patents.google.com/patent/CN105816554A/en
CN103372040B,A method of adjusting lipid red yeast Chuanxiong pharmaceutical composition and method of preparation ,北京北大维信生物科技有限公司,"段震文, 郭树仁, 刘曦",2012-04-20,2012-04-20,2016-01-27,2016-01-27,https://patents.google.com/patent/CN103372040B/en
US20080076821A1,Intranasally administering curcumin prodrugs to the brain to treat alzheimer's disease ,Di Mauro Thomas M,Thomas M. Di Mauro,2006-09-22,2007-04-17,2008-03-27,,https://patents.google.com/patent/US20080076821A1/en
CN104107349A,"Chinese herbal medicine for three-hypers patients, and its administration method ",河南科技大学第一附属医院,"李亚, 米星星",2014-07-01,2014-07-01,2014-10-22,,https://patents.google.com/patent/CN104107349A/en
KR100697738B1,Method of Increasing the Content of Flavonoids and Phenolic Substances in Plants ,바스프 악티엔게젤샤프트,"빌헬름 라데마커, 위르겐 쉬베덴, 클라우스 크래머",1999-06-17,2000-06-07,2007-03-22,2007-03-22,https://patents.google.com/patent/KR100697738B1/en
CN101115493A,Hair restorer ,河乃建仁,河乃建仁,2005-08-12,2006-06-30,2008-01-30,,https://patents.google.com/patent/CN101115493A/en
US20150224157A1,Process for the preparation of herbal extract of cassia tora leaves for treating anxiety disorders ,Council Of Scientific And Industrial Research,"Meena R. Rathod, Bhupendra D. Shethia, Jayant B. Pandya, Prakash J. Dodiya, Gautam Palit, Manavi Chatterjee, Shibani S. Gupta, Ashok K. Agarwal, Vinay K. Khanna",2009-03-27,2015-01-16,2015-08-13,,https://patents.google.com/patent/US20150224157A1/en
CN101427844A,Health care cigarette of fig ,威海健方医药研究所,"华 方, 王金玲",2007-11-07,2007-11-07,2009-05-13,,https://patents.google.com/patent/CN101427844A/en
CN105327292A,Traditional Chinese medicine composition for treating diabetic cataract ,青岛麦瑞特医药技术有限公司,吴兴连,2015-12-05,2015-12-05,2016-02-17,,https://patents.google.com/patent/CN105327292A/en
CN100438806C,Health-care medicated pillow ,徐治国,徐治国,2005-09-28,2005-09-28,2008-12-03,2008-12-03,https://patents.google.com/patent/CN100438806C/en
CN1322951A,Red sage medicine fingerprint establishing method and standard fingerprint atlas ,天津市金士力药物研究开发有限公司,"叶正良, 张文生, 岳洪水, 李旭, 宋晓涛",2001-06-29,2001-06-29,2001-11-21,,https://patents.google.com/patent/CN1322951A/en
CN102095825A,Method for screening xanthine oxidase inhibitor by ultra performance liquid chromatography and mass spectrometry ,中国科学院长春应用化学研究所,"刘志强, 刘淑莹, 刘舒, 宋凤瑞, 邢俊鹏, 郑重",2010-12-08,2010-12-08,2011-06-15,,https://patents.google.com/patent/CN102095825A/en
CN102188520B,Traditional Chinese medicine composition for the treatment of cerebral ischemia and application thereof ,黑龙江中医药大学,"白云, 刘萍, 苏云明, 苏慧",2011-05-16,2011-05-16,2013-06-12,2013-06-12,https://patents.google.com/patent/CN102188520B/en
JP2002316937A,Plant extract-containing anti-allergic agent ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Takayuki Anzai, Yoshihiko Naba, Mitsuharu Ohara, 光晴 大原, 孝之 安西, 慶彦 那波",2001-04-19,2001-04-19,2002-10-31,,https://patents.google.com/patent/JP2002316937A/en
CN104757205A,Lemon health tea for moistening and whitening skin and preparation method of lemon health tea ,安徽孟氏中药饮片有限公司,"孟令军, 牛仁立",2015-04-02,2015-04-02,2015-07-08,,https://patents.google.com/patent/CN104757205A/en
US20100087527A1,Curcumin Derivatives ,"Codman & Shurtleff, Inc.",Thomas M. DiMauro,2007-04-17,2009-09-30,2010-04-08,,https://patents.google.com/patent/US20100087527A1/en
US20070021976A1,Apparatus and method for determining the health effects associated with various products ,"Chen Yu Z, Peter Saunders, Cao Zhi W","Yu Chen, Peter Saunders, Zhi Cao",2003-10-17,2004-10-15,2007-01-25,,https://patents.google.com/patent/US20070021976A1/en
CN103249422A,"Tie2 activator, vascular endothelial growth factor inhibitor, anti-ngiogenic agent, agent for maturing blood vessels, agent for normalizing blood vessels, agent for stabilizing blood vessels, and pharmaceutical composition ",丸善制药株式会社,"大户信明, 木曾昭典",2010-12-02,2011-10-28,2013-08-14,,https://patents.google.com/patent/CN103249422A/en
CN105288748A,An anti-infection calcium phosphate bone cement material and preparation method ,广东省微生物研究所,"疏秀林, 施庆珊, 冯静, 阳运华, 谢小保, 黄小茉",2015-12-03,2015-12-03,2016-02-03,,https://patents.google.com/patent/CN105288748A/en
CN102357149B,Health product with sedative and hypnotic functions ,李国�,"张大宇, 李国�",2011-10-11,2011-10-11,2013-06-12,2013-06-12,https://patents.google.com/patent/CN102357149B/en
JP2001031557A,Stone named syotoku stone produced in japan-containing cosmetic composition ,"Health Guide:Kk, 株式会社ヘルスガイド","Akio Minamide, 昭夫 南出",1999-07-23,1999-07-23,2001-02-06,,https://patents.google.com/patent/JP2001031557A/en
CN100394912C,Face pack of Chinese herbal medicine for rebirth of skin ,郁俊明,郁俊明,2006-01-25,2006-01-25,2008-06-18,2008-06-18,https://patents.google.com/patent/CN100394912C/en
CN102698076B,Pediluvium healthcare traditional Chinese medicament for nourishing liver and kidney ,何圣,何圣,2012-06-01,2012-06-01,2014-02-19,2014-02-19,https://patents.google.com/patent/CN102698076B/en
CN105592709A,Edible Product Comprising Reconstituted Plant Material ,"施韦特-莫迪国际公司, Swm卢森堡有限公司","菲利普·拉戈特, 埃丝特·庞斯, 贝尔纳·莫姆蓬, 塞德里克·鲁索",2013-08-02,2014-07-31,2016-05-18,,https://patents.google.com/patent/CN105592709A/en
CN101396498A,Traditional Chinese medicine preparation for treating cerebrovascular disease ,宁甲保,"锐 宁, 宁安锁, 宁甲保, 宁锁勤",2008-10-25,2008-10-25,2009-04-01,,https://patents.google.com/patent/CN101396498A/en
CN103920065B,An anti-aging medicine composition ,陈振丽,陈振丽,2014-04-29,2014-04-29,2016-05-25,2016-05-25,https://patents.google.com/patent/CN103920065B/en
US20090087385A1,Intranasally administering curcumin in a bolus of helium gas to treat alzheimers disease ,Di Mauro Thomas M,Thomas M. Di Mauro,2006-09-22,2008-02-12,2009-04-02,,https://patents.google.com/patent/US20090087385A1/en
JP2004026743A,Polylysine preparation and cosmetic composition containing the same ,"Chisso Corp, チッソ株式会社","Kenji Arakawa, Masakazu Hatakeyama, Jun Hiraki, Toshiya Sawai, 平木　純, 澤井　俊哉, 畠山　昌和, 荒川　健司",2002-06-27,2002-06-27,2004-01-29,,https://patents.google.com/patent/JP2004026743A/en
CN105412706A,Traditional Chinese medicine composition for treating female endocrine dyscrasia ,青岛市市南区人民医院,"殷玉梅, 汤晓南, 张凤茹, 冯广义",2015-12-30,2015-12-30,2016-03-23,,https://patents.google.com/patent/CN105412706A/en
US20090326275A1,Use of nitrogen-containing curcumin analogs for the treatment of alzheimers disease ,Dimauro Thomas M,Thomas M. DiMauro,2008-06-27,2008-12-24,2009-12-31,,https://patents.google.com/patent/US20090326275A1/en
US5883137A,Compositions and methods for the control of smoking ,King; Michael Glenn,Michael Glenn King,1994-09-23,1995-09-21,1999-03-16,1999-03-16,https://patents.google.com/patent/US5883137A/en
CN104107348A,"Chinese herbal medicine for blood sugar reducing, and administration method thereof ",河南科技大学第一附属医院,"李亚, 米星星",2014-07-01,2014-07-01,2014-10-22,,https://patents.google.com/patent/CN104107348A/en
CN105641593A,Chinese herb preparation for treating coronary heart disease and preparing method of Chinese herb preparation ,青岛友诚高新技术有限公司,不公告发明人,2016-01-14,2016-01-14,2016-06-08,,https://patents.google.com/patent/CN105641593A/en
US20020068757A1,Biflavanoids and derivatives thereof as antiviral agents ,"Advanced Life Sciences, Inc.","Yuh-Meei Lin, David Zembower, Michael Flavin, Ralph Schure, Geng-xian Zhao",1995-06-23,2001-01-17,2002-06-06,,https://patents.google.com/patent/US20020068757A1/en
CN106022611A,Configuration and its energy-saving effect of the assessment method of vertical tree-lined parking lot Species ,苏州大学,魏胜林,2016-05-19,2016-05-19,2016-10-12,,https://patents.google.com/patent/CN106022611A/en
JP2003128511A,Agent for preventing aging of skin ,"Ichimaru Pharcos Co Ltd, Shin Nippon Yakugyou Kk, 一丸ファルコス株式会社, 新日本薬業株式会社","Michimasa Hori, Takeshi Kodaira, Kanae Wakamatsu, Masaki Yoshida, 雅毅 吉田, 道政 堀, 武嗣 小平, 香苗 若松",2001-10-18,2001-10-18,2003-05-08,,https://patents.google.com/patent/JP2003128511A/en
JP2006508072A,"Amyloid beta-derived diffusible ligands (ADDLs), ADDL alternatives, ADDL binding molecules, and their use ",ノースウエスタン  ユニバーシティ,"エー． クラフト，グラント, クレイン，ウィリアム, クロミー，ブレット, ゴン，ユエソン, スマ，デイビッド, チャン，レイ, ビオラ，カースティン, ランバート，メアリー",2002-10-01,2003-10-01,2006-03-09,,https://patents.google.com/patent/JP2006508072A/en
CN105902901A,A sport in closed soft tissue injury of traditional Chinese medicine ,高奎峰,高奎峰,2016-06-03,2016-06-03,2016-08-31,,https://patents.google.com/patent/CN105902901A/en
KR20130018432A,"Pharmaceutical composition comprising herbal extracts for preventing or treating importence, and functional food comprising this extracts ","주식회사한국전통의학연구소, 김세웅, 황성연","황성연, 김세웅, 박남철, 하유신",2011-08-12,2011-08-12,2013-02-22,,https://patents.google.com/patent/KR20130018432A/en
CN102813782A,Traditional Chinese medicine capsule for treating uremia ,黄炎钟,黄炎钟,2012-07-31,2012-07-31,2012-12-12,,https://patents.google.com/patent/CN102813782A/en
CN105727156A,Cancer inhibiting and pain relieving cataplasm and preparation method thereof ,王令喜,"王令喜, 王东刚",2014-12-10,2014-12-10,2016-07-06,,https://patents.google.com/patent/CN105727156A/en
CN101664453A,Drug combination containing musk ,深圳市生物谷科技有限公司,林艳和,2006-03-27,2006-03-27,2010-03-10,,https://patents.google.com/patent/CN101664453A/en
JP2002370963A,Cosmetic composition ,"Daido Kasei Kogyo Kk, Ichimaru Pharcos Co Ltd, Nisshin Kasei Kk, 一丸ファルコス株式会社, 大同化成工業株式会社, 日新化成株式会社","Noboru Hoshi, Yukinaga Nishibe, Toshio Shimamoto, 敏夫 島本, 登 星, 幸修 西部",2001-06-15,2001-06-15,2002-12-24,,https://patents.google.com/patent/JP2002370963A/en
CN103242337B,"Ginkgolide B derivative based on double target spots of PAF (Platelet Activating Factor)/ROS (Reactive Oxygen Species), and preparation method of derivative ",合肥工业大学,"惠爱玲, 袁传勋, 潘见, 张文成",2013-04-12,2013-04-12,2015-04-22,2015-04-22,https://patents.google.com/patent/CN103242337B/en
WO2011106423A2,Acai and iridoid based formulations ,"Tahitian Noni International, Inc.","Brett Justin West, Claude Jarakae Jensen, Afa Kehaati Palu, Shixin Deng, Jeffrey A. Wasden",2010-02-23,2011-02-23,2011-09-01,,https://patents.google.com/patent/WO2011106423A2/en
JP2003503032A,Method for manufacturing a plant the content of flavonoids and phenolic compounds is increased ,ビーエーエスエフ  アクチェンゲゼルシャフト,"クレーマー，クラウス, シュヴェーデン，ユルゲン, ハーバーズ，カリン, ラーデマッハー，ウィルヘルム",1999-06-17,2000-06-07,2003-01-28,,https://patents.google.com/patent/JP2003503032A/en
WO2015154192A1,"Use of a composition comprising a flavonol, a flavonoid, and a fatty acid in the treatment of oxidative injuries due to mitochondrial dysfunction ",George Robertson,"George Robertson, Matthew Nichols",2014-04-11,2015-04-10,2015-10-15,,https://patents.google.com/patent/WO2015154192A1/en
JP2003063976A,Water chestnut extract-containing cosmetic composition ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Yoshihiko Naba, Kiyotaka Tanaka, 清隆 田中, 慶彦 那波",2001-08-28,2001-08-28,2003-03-05,,https://patents.google.com/patent/JP2003063976A/en
KR20160096158A,"Composition based on a polyunsatured fatty acid and on a carotenoid, for oral administration, for improving hair quality ",뉴트리코스 테크놀로지스,나탈리 피카르디,2013-12-12,2014-12-11,2016-08-12,,https://patents.google.com/patent/KR20160096158A/en
CN103816440A,Acne removing composition prepared from medicinal materials with homology of medicine and food ,柯利佳,柯利佳,2014-03-07,2014-03-07,2014-05-28,,https://patents.google.com/patent/CN103816440A/en
US5773462A,Biflavanoids and derivatives thereof as antiviral agents ,"Medichem Research, Inc.","Yuh-Meei Lin, Michael T. Flavin, Ralph Schure, David E. Zembower, Gen-Xian Zhao",1995-06-23,1996-06-21,1998-06-30,1998-06-30,https://patents.google.com/patent/US5773462A/en
WO2014018563A2,Methods for the treatment of cancer ,The Board Of Trustees Of The Leland Stanford Junior University,"Julien SAGE, Atul J. Butte, Joel T. DUDLEY, Nadine JAHCHAN",2012-07-23,2013-07-23,2014-01-30,,https://patents.google.com/patent/WO2014018563A2/en
CN104206567A,Body-nourishing tea and preparation method thereof ,上海锦医堂投资管理有限公司,詹飞武,2013-06-05,2013-06-05,2014-12-17,,https://patents.google.com/patent/CN104206567A/en
CN105408322A,Tetrazolinone compound and use thereof ,住友化学株式会社,"侯增华, 高桥晃树",2013-07-31,2014-07-25,2016-03-16,,https://patents.google.com/patent/CN105408322A/en
US20070179147A1,Methods of treating and preventing Alzheimer's disease ,"Zhi-Gang Jiang, Ghanbari Hossein A","Zhi-Gang Jiang, Hossein Ghanbari",2006-01-27,2006-01-27,2007-08-02,,https://patents.google.com/patent/US20070179147A1/en
CN103501800A,Beautiful-skin-promoting agent and use thereof ,碧恩股份有限公司,"野崎勉, 石原健夫",2011-04-28,2012-04-26,2014-01-08,,https://patents.google.com/patent/CN103501800A/en
WO2008064311A2,Metallo-oxidoreductase inhibitors using metal binding moieties in combination with targeting moieties ,"Viamet Pharmaceuticals, Inc.","Robert Schotzinger, William J. Hoekstra",2006-11-21,2007-11-21,2008-05-29,,https://patents.google.com/patent/WO2008064311A2/en
KR20160072216A,Agricultural mixtures comprising carboxamide compound ,바스프아그로케미칼 프로덕츠 비.브이.,"마르쿠스 게베어, 타티아나 시쿨약",2013-10-18,2014-10-16,2016-06-22,,https://patents.google.com/patent/KR20160072216A/en
CN101125170A,Gastric floating composition for sobering up ,程开生,"程少祥, 程开生, 程石立, 臧洪梅",2007-07-26,2007-07-26,2008-02-20,,https://patents.google.com/patent/CN101125170A/en
CN1543857A,Health food having functions of postponing senescence and increasing bone mineral density ,"上海奥医高科技实业有限公司, 尤俊","俊 尤, 尤俊",2003-11-13,2003-11-13,2004-11-10,,https://patents.google.com/patent/CN1543857A/en
CN102365285B,"1-heterocyclyl-1, 5-dihydro-pyrazolo [3, 4-d] pyrimidin-4-one derivatives and their use as PDE9A modulators ",贝林格尔.英格海姆国际有限公司,"R.乔万尼尼, C.多纳-西奥塞克, C.艾克梅尔, D.菲根, T.福克斯, K.富克斯, N.海因, H.罗森布罗克, G.谢恩兹勒",2009-03-31,2010-03-26,2014-08-06,2014-08-06,https://patents.google.com/patent/CN102365285B/en
CN105412022A,Ginkgolide B quick release pellet and preparation method thereof ,江苏康缘药业股份有限公司,"萧伟, 唐星, 王振中, 何海冰, 张宇, 郭庆明",2015-12-03,2015-12-03,2016-03-23,,https://patents.google.com/patent/CN105412022A/en
KR101351858B1,Aroma compositions for cooling pack and cooling pack containing the same ,(주) 엔젤메디칼,윤경,2013-08-28,2013-08-28,2014-01-22,2014-01-22,https://patents.google.com/patent/KR101351858B1/en
KR20130018433A,"Pharmaceutical composition comprising herbal extracts for preventing or treating importence, and functional food comprising this extracts ","주식회사한국전통의학연구소, 김세웅, 황성연","황성연, 김세웅, 박남철, 하유신",2011-08-12,2011-08-12,2013-02-22,,https://patents.google.com/patent/KR20130018433A/en
JP2009108065A,Polylysine formulation and cosmetic composition containing the same ,"Chisso Corp, チッソ株式会社","Kenji Arakawa, Masakazu Hatakeyama, Jun Hiraki, Toshiya Sawai, 純 平木, 俊哉 澤井, 昌和 畠山, 健司 荒川",2008-10-30,2008-10-30,2009-05-21,,https://patents.google.com/patent/JP2009108065A/en
JP2012116761A,Cosmetic containing plant-originated steam-distillation fraction ,"Wamiles Cosmetics Kk, ワミレスコスメティックス株式会社","Kenichi Kaneko, Daijiro Otani, Hiroaki Tsutsumi, 謙一 兼子, 浩亮 堤, 大二郎 大谷",2010-11-29,2010-11-29,2012-06-21,,https://patents.google.com/patent/JP2012116761A/en
JP2002275060A,Melanogenesis promoting agent ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Junichi Hasegawa, Kiyotaka Tanaka, 清隆 田中, 順一 長谷川",2001-03-16,2001-03-16,2002-09-25,,https://patents.google.com/patent/JP2002275060A/en
JP2002226356A,Collagen-containing cosmetic composition derived from pigment-free fish skin ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Hiroyuki Kojima, Tomoka Tsuda, 弘之 小島, 友香 津田",2001-02-06,2001-02-06,2002-08-14,,https://patents.google.com/patent/JP2002226356A/en
CN1883472A,Orally disintegrating tablet of ginkgolide and preparation method thereof ,江苏鹏鹞药业有限公司,"张国清, 吴洪君",2006-05-19,2006-05-19,2006-12-27,,https://patents.google.com/patent/CN1883472A/en
CN101454086A,Polymer coatings containing drug powder of controlled morphology ,胶束技术股份有限公司,"C·斯莫克, D·泰勒, J·迪杨, J·麦克克莱恩, M·科尔",2005-07-15,2006-07-14,2009-06-10,,https://patents.google.com/patent/CN101454086A/en
EP1952816A1,Multi-component herbal composition for the treatment of male erectile dysfunction ,The Jordanian Pharmaceutical Manufacturing Co.,"Adnan Dr. Badwan, Hashem Dr. Taha, Nidal Adel Dr. Ginna",2007-01-26,2007-01-26,2008-08-06,,https://patents.google.com/patent/EP1952816A1/en
CN100457154C,"Compound longxuejie preparation, preparing technique and application ",江西本草天工科技有限责任公司,"王跃生, 王金钱, 傅国强, 毅 文, 张爱玲, 玲 梁, 剑 游",2005-05-23,2005-05-23,2009-02-04,2009-02-04,https://patents.google.com/patent/CN100457154C/en
US7723515B1,Methylene blue—curcumin analog for the treatment of alzheimer's disease ,"Codman & Shurtleff, Inc.",Thomas M. DiMauro,2009-01-26,2009-01-26,2010-05-25,2010-05-25,https://patents.google.com/patent/US7723515B1/en
CN1524434A,Extractive product of sunflower ,"王 欣, 王欣","丹 王, 王丹, 石珍, 安克, 程金香, 王建, 吕玉芳, 王立, 王凌, 王志远",2003-02-26,2003-02-26,2004-09-01,,https://patents.google.com/patent/CN1524434A/en
CN103751105A,Application of ginkgolic acid nanometer liposome in treatment of gynecological diseases and venereal diseases ,王青,"雷红, 王青",2013-09-11,2013-09-11,2014-04-30,,https://patents.google.com/patent/CN103751105A/en
CN1813989A,Chinese herbal medicine for quickly eliminating acne without scar ,谢有珠,谢有珠,2004-11-09,2005-10-26,2006-08-09,,https://patents.google.com/patent/CN1813989A/en
CN102843922B,Nitro-fatty acids - cognitive decline neuroprotective and / or inhibition ,尼特罗米加公司,R·米勒,2010-05-13,2011-05-13,2015-12-16,2015-12-16,https://patents.google.com/patent/CN102843922B/en
CN102579620A,Application of composition in preparation of medicament for preventing and treating tissue injury caused by plasticizers ,浙江奥默生物医药有限公司,"丁丁, 余永华, 卢刚, 张冯敏, 揭清, 漆又毛, 顾颖",2012-03-16,2012-03-16,2012-07-18,,https://patents.google.com/patent/CN102579620A/en
CN102030588A,Biological organic fertilizer for co-cultivating red bayberry forest and chicken and production method thereof ,徐芳杰,徐芳杰,2010-10-29,2010-10-29,2011-04-27,,https://patents.google.com/patent/CN102030588A/en
KR20120125357A,Methods and compounds for muscle growth ,노파르티스 아게,"데이비드 글라스, 쥔 스",2010-02-10,2011-02-08,2012-11-14,,https://patents.google.com/patent/KR20120125357A/en
CN102834095A,New therapeutic approaches for treating alzheimer disease ,法奈科斯公司,"丹尼尔·科亨, 伊亚·楚马科夫, 谢尔盖·纳比罗钦",2009-11-03,2010-10-29,2012-12-19,,https://patents.google.com/patent/CN102834095A/en
US20080267938A1,Cardiac phyto-nutraceutical synergistic composition ,Jose Angel Olalde Rangel,Jose Angel Olalde Rangel,2006-09-13,2006-09-13,2008-10-30,,https://patents.google.com/patent/US20080267938A1/en
CN102203115B,"Peptides useful in the treatment and/or care of skin, mucous membranes, scalp and/or hair and their use in cosmetic or pharmaceutical compositions ",利普泰股份公司,"丹 内斯特 W·凡, N·阿尔米尼亚纳多梅内克, 普切 J·塞伯里安, 塞莱马 C·卡雷诺",2008-10-03,2009-10-02,2015-05-13,2015-05-13,https://patents.google.com/patent/CN102203115B/en
CN103800744A,Acne removing composition prepared from medicine-food homologous medicinal materials fully ,柯利佳,柯利佳,2014-03-07,2014-03-07,2014-05-21,,https://patents.google.com/patent/CN103800744A/en
US20040058015A1,Compositions and methods for treating eye discomfort and eye disease ,Yuanjin Tao,Yuanjin Tao,2000-06-01,2003-03-24,2004-03-25,,https://patents.google.com/patent/US20040058015A1/en
CN1378837A,Application of danshinolic acid compounds in preparing medicines ,中国医学科学院药物研究所,"张均田, 黎莲娘, 杜冠华, 屈志炜",2001-04-09,2001-04-09,2002-11-13,,https://patents.google.com/patent/CN1378837A/en
US20110200531A1,Treatment and diagnosis of central nervous system disorders ,The Regents Of The University Of California,Zhiqun Tan,2009-09-14,2010-09-14,2011-08-18,,https://patents.google.com/patent/US20110200531A1/en
CN105770514A,Anti-radiation black tea composition and preparation method thereof ,贺志弘,贺志弘,2015-11-16,2015-11-16,2016-07-20,,https://patents.google.com/patent/CN105770514A/en
KR101065636B1,A phytoncide composition and a fruiting bag coated using the same ,(주)농협아그로,"김대근, 김재석, 변종상, 엄태진",2011-01-18,2011-01-18,2011-09-19,2011-09-19,https://patents.google.com/patent/KR101065636B1/en
KR101623762B1,"1-heterocyclyl-1,5-dihydro-pyrazolo[3,4-d]pyrimidin-4-one derivatives and their use as pde9a modulators ",베링거 인겔하임 인터내셔날 게엠베하,"리카르도 지오반니니, 초르넬리아 도르너-치오섹, 흐리스티안 아익마이어, 덴니스 피에겐, 토마스 폭스, 클라우스 푸흐스, 니클라스 하이네, 홀거 로젠브로크, 게르하르트 샌츨레",2008-04-02,2009-04-01,2016-05-24,2016-05-24,https://patents.google.com/patent/KR101623762B1/en
CN104305180A,Edible and applicable ingredient ,张璧云,张璧云,2014-10-09,2014-10-09,2015-01-28,,https://patents.google.com/patent/CN104305180A/en
CN104707028A,Traditional Chinese medicine for treating angina ,邢洋,"邢洋, 王元, 庄绪娜, 刘军芳, 徐倩, 蒋金丽",2015-03-30,2015-03-30,2015-06-17,,https://patents.google.com/patent/CN104707028A/en
WO2011106432A2,Morinda citrifolia and iridoid based formulations ,"Tahitian Noni International, Inc.","Brett Justin West, Claude Jarakae Jensen, Afa Kehaati Palu, Shixin Deng, Jeffrey A. Wasden",2010-02-23,2011-02-23,2011-09-01,,https://patents.google.com/patent/WO2011106432A2/en
CN1391881A,Brain invigorating shampoo and its preparing method ,林小铁,林小铁,2001-06-18,2001-06-18,2003-01-22,,https://patents.google.com/patent/CN1391881A/en
KR100777258B1,Acaricide using plant extract and method thereof ,고려바이오주식회사,"김영권, 남명흔, 박인서, 최재필, 홍석일",2006-12-21,2006-12-21,2007-11-28,2007-11-28,https://patents.google.com/patent/KR100777258B1/en
CN101534819A,Methods for enhancing cognitive function ,阿得罗公司,"罗兰·E·多勒, 贝特朗·勒布尔多内克",2006-09-12,2007-09-07,2009-09-16,,https://patents.google.com/patent/CN101534819A/en
CN105142428A,Composition for making a tea beverage or herbal and vegetable broths ,Swm卢森堡有限公司,"菲利普·拉戈特, 贝尔纳·莫姆蓬, 塞德里克·鲁索, 埃丝特·庞斯, 克里斯蒂安·皮诺",2013-02-28,2014-02-27,2015-12-09,,https://patents.google.com/patent/CN105142428A/en
WO2002013838A1,"Seal-oil-based pharmaceutical, cosmetic, dermo-cosmetic, hygiene, alimentary and para-alimentary (food-supplements) products; their methods of preparation; their uses as preventive and/or as therapeutic agents ","Fundaçao Essprit-Icarus (Fundaçao Europeia De Investigaçao Medica), Ngo; Ipss.",Manuel De Mello Pinto-Ribeiro,2000-08-16,2001-08-16,2002-02-21,,https://patents.google.com/patent/WO2002013838A1/en
CN103120766B,Traditional Chinese medicine composition for treating hypertension ,"王超庆, 柴伟利","王超庆, 柴伟利",2013-01-29,2013-01-29,2014-05-28,2014-05-28,https://patents.google.com/patent/CN103120766B/en
